"","uid","species_group","cover"
"4747","VP.2.A.53.2017","grass",43
"4748","VP.2.A.53.2017","herb",33
"4749","VP.2.A.53.2017","horsetail",0
"4750","VP.2.A.53.2017","moss",10
"4751","VP.2.A.53.2017","rush",16
"4752","VP.2.A.53.2017","sedge",12
"4753","VP.2.A.53.2017","woodrush",0
"4754","VP.2.A.59.2017","grass",58
"4755","VP.2.A.59.2017","herb",14
"4756","VP.2.A.59.2017","horsetail",0
"4757","VP.2.A.59.2017","moss",6
"4758","VP.2.A.59.2017","rush",35
"4759","VP.2.A.59.2017","sedge",19
"4760","VP.2.A.59.2017","woodrush",1
"4761","VP.2.A.6.2017","grass",44
"4762","VP.2.A.6.2017","herb",20
"4763","VP.2.A.6.2017","horsetail",0
"4764","VP.2.A.6.2017","moss",6
"4765","VP.2.A.6.2017","rush",12
"4766","VP.2.A.6.2017","sedge",12
"4767","VP.2.A.6.2017","woodrush",0
"4768","VP.2.A.67.2015","grass",16
"4769","VP.2.A.67.2015","herb",37
"4770","VP.2.A.67.2015","horsetail",0
"4771","VP.2.A.67.2015","moss",3
"4772","VP.2.A.67.2015","rush",23
"4773","VP.2.A.67.2015","sedge",13
"4774","VP.2.A.67.2015","woodrush",0
"4775","VP.2.A.9.2015","grass",28
"4776","VP.2.A.9.2015","herb",36
"4777","VP.2.A.9.2015","horsetail",3
"4778","VP.2.A.9.2015","moss",13
"4779","VP.2.A.9.2015","rush",23
"4780","VP.2.A.9.2015","sedge",7
"4781","VP.2.A.9.2015","woodrush",0
"4782","VP.2.A.91.2016","grass",37
"4783","VP.2.A.91.2016","herb",32
"4784","VP.2.A.91.2016","horsetail",0
"4785","VP.2.A.91.2016","moss",0
"4786","VP.2.A.91.2016","rush",20
"4787","VP.2.A.91.2016","sedge",7
"4788","VP.2.A.91.2016","woodrush",0
"4789","VP.2.B.15.2016","grass",43
"4790","VP.2.B.15.2016","herb",52
"4791","VP.2.B.15.2016","horsetail",0
"4792","VP.2.B.15.2016","moss",0
"4793","VP.2.B.15.2016","rush",28
"4794","VP.2.B.15.2016","sedge",8
"4795","VP.2.B.15.2016","woodrush",1
"4796","VP.2.B.29.2017","grass",41
"4797","VP.2.B.29.2017","herb",20
"4798","VP.2.B.29.2017","horsetail",0
"4799","VP.2.B.29.2017","moss",2
"4800","VP.2.B.29.2017","rush",16
"4801","VP.2.B.29.2017","sedge",15
"4802","VP.2.B.29.2017","woodrush",0
"4803","VP.2.B.35.2016","grass",43
"4804","VP.2.B.35.2016","herb",33
"4805","VP.2.B.35.2016","horsetail",0
"4806","VP.2.B.35.2016","moss",0
"4807","VP.2.B.35.2016","rush",35
"4808","VP.2.B.35.2016","sedge",30
"4809","VP.2.B.35.2016","woodrush",2
"4810","VP.2.B.53.2015","grass",51
"4811","VP.2.B.53.2015","herb",22
"4812","VP.2.B.53.2015","horsetail",0
"4813","VP.2.B.53.2015","moss",13
"4814","VP.2.B.53.2015","rush",23
"4815","VP.2.B.53.2015","sedge",21
"4816","VP.2.B.53.2015","woodrush",1
"4817","VP.2.B.59.2015","grass",54
"4818","VP.2.B.59.2015","herb",31
"4819","VP.2.B.59.2015","horsetail",0
"4820","VP.2.B.59.2015","moss",2
"4821","VP.2.B.59.2015","rush",22
"4822","VP.2.B.59.2015","sedge",7
"4823","VP.2.B.59.2015","woodrush",1
"4824","VP.2.B.6.2015","grass",62
"4825","VP.2.B.6.2015","herb",44
"4826","VP.2.B.6.2015","horsetail",0
"4827","VP.2.B.6.2015","moss",2
"4828","VP.2.B.6.2015","rush",16
"4829","VP.2.B.6.2015","sedge",16
"4830","VP.2.B.6.2015","woodrush",1
"4831","VP.2.B.71.2017","grass",17
"4832","VP.2.B.71.2017","herb",23
"4833","VP.2.B.71.2017","horsetail",0
"4834","VP.2.B.71.2017","moss",4
"4835","VP.2.B.71.2017","rush",38
"4836","VP.2.B.71.2017","sedge",6
"4837","VP.2.B.71.2017","woodrush",0
"4838","VP.2.B.8.2016","grass",50
"4839","VP.2.B.8.2016","herb",63
"4840","VP.2.B.8.2016","horsetail",0
"4841","VP.2.B.8.2016","moss",0
"4842","VP.2.B.8.2016","rush",21
"4843","VP.2.B.8.2016","sedge",2
"4844","VP.2.B.8.2016","woodrush",0
"4845","VP.2.B.80.2017","grass",60
"4846","VP.2.B.80.2017","herb",32
"4847","VP.2.B.80.2017","horsetail",0
"4848","VP.2.B.80.2017","moss",0
"4849","VP.2.B.80.2017","rush",35
"4850","VP.2.B.80.2017","sedge",14
"4851","VP.2.B.80.2017","woodrush",0
"4852","VP.2.C.15.2017","grass",71
"4853","VP.2.C.15.2017","herb",32
"4854","VP.2.C.15.2017","horsetail",0
"4855","VP.2.C.15.2017","moss",6
"4856","VP.2.C.15.2017","rush",16
"4857","VP.2.C.15.2017","sedge",24
"4858","VP.2.C.15.2017","woodrush",0
"4859","VP.2.C.29.2015","grass",22
"4860","VP.2.C.29.2015","herb",37
"4861","VP.2.C.29.2015","horsetail",0
"4862","VP.2.C.29.2015","moss",13
"4863","VP.2.C.29.2015","rush",28
"4864","VP.2.C.29.2015","sedge",7
"4865","VP.2.C.29.2015","woodrush",0
"4866","VP.2.C.35.2017","grass",60
"4867","VP.2.C.35.2017","herb",48
"4868","VP.2.C.35.2017","horsetail",0
"4869","VP.2.C.35.2017","moss",9
"4870","VP.2.C.35.2017","rush",13
"4871","VP.2.C.35.2017","sedge",4
"4872","VP.2.C.35.2017","woodrush",2
"4873","VP.2.C.53.2016","grass",47
"4874","VP.2.C.53.2016","herb",33
"4875","VP.2.C.53.2016","horsetail",0
"4876","VP.2.C.53.2016","moss",0
"4877","VP.2.C.53.2016","rush",17
"4878","VP.2.C.53.2016","sedge",7
"4879","VP.2.C.53.2016","woodrush",0
"4880","VP.2.C.59.2016","grass",63
"4881","VP.2.C.59.2016","herb",48
"4882","VP.2.C.59.2016","horsetail",0
"4883","VP.2.C.59.2016","moss",0
"4884","VP.2.C.59.2016","rush",40
"4885","VP.2.C.59.2016","sedge",2
"4886","VP.2.C.59.2016","woodrush",0
"4887","VP.2.C.6.2016","grass",52
"4888","VP.2.C.6.2016","herb",29
"4889","VP.2.C.6.2016","horsetail",0
"4890","VP.2.C.6.2016","moss",0
"4891","VP.2.C.6.2016","rush",32
"4892","VP.2.C.6.2016","sedge",19
"4893","VP.2.C.6.2016","woodrush",2
"4894","VP.2.C.71.2015","grass",55
"4895","VP.2.C.71.2015","herb",28
"4896","VP.2.C.71.2015","horsetail",1
"4897","VP.2.C.71.2015","moss",14
"4898","VP.2.C.71.2015","rush",13
"4899","VP.2.C.71.2015","sedge",15
"4900","VP.2.C.71.2015","woodrush",0
"4901","VP.2.C.8.2017","grass",27
"4902","VP.2.C.8.2017","herb",31
"4903","VP.2.C.8.2017","horsetail",0
"4904","VP.2.C.8.2017","moss",8
"4905","VP.2.C.8.2017","rush",15
"4906","VP.2.C.8.2017","sedge",5
"4907","VP.2.C.8.2017","woodrush",0
"4908","VP.2.C.80.2015","grass",30
"4909","VP.2.C.80.2015","herb",43
"4910","VP.2.C.80.2015","horsetail",0
"4911","VP.2.C.80.2015","moss",12
"4912","VP.2.C.80.2015","rush",24
"4913","VP.2.C.80.2015","sedge",27
"4914","VP.2.C.80.2015","woodrush",0
"4915","VP.3.A.3.2017","grass",38
"4916","VP.3.A.3.2017","herb",23
"4917","VP.3.A.3.2017","horsetail",0
"4918","VP.3.A.3.2017","moss",8
"4919","VP.3.A.3.2017","rush",12
"4920","VP.3.A.3.2017","sedge",13
"4921","VP.3.A.3.2017","woodrush",0
"4922","VP.3.A.31.2015","grass",20
"4923","VP.3.A.31.2015","herb",20
"4924","VP.3.A.31.2015","horsetail",0
"4925","VP.3.A.31.2015","moss",11
"4926","VP.3.A.31.2015","rush",20
"4927","VP.3.A.31.2015","sedge",6
"4928","VP.3.A.31.2015","woodrush",0
"4929","VP.3.A.47.2015","grass",20
"4930","VP.3.A.47.2015","herb",50
"4931","VP.3.A.47.2015","horsetail",0
"4932","VP.3.A.47.2015","moss",8
"4933","VP.3.A.47.2015","rush",12
"4934","VP.3.A.47.2015","sedge",2
"4935","VP.3.A.47.2015","woodrush",2
"4936","VP.3.A.52.2016","grass",42
"4937","VP.3.A.52.2016","herb",36
"4938","VP.3.A.52.2016","horsetail",0
"4939","VP.3.A.52.2016","moss",0
"4940","VP.3.A.52.2016","rush",38
"4941","VP.3.A.52.2016","sedge",23
"4942","VP.3.A.52.2016","woodrush",0
"4943","VP.3.A.7.2016","grass",67
"4944","VP.3.A.7.2016","herb",32
"4945","VP.3.A.7.2016","horsetail",0
"4946","VP.3.A.7.2016","moss",0
"4947","VP.3.A.7.2016","rush",35
"4948","VP.3.A.7.2016","sedge",41
"4949","VP.3.A.7.2016","woodrush",1
"4950","VP.3.A.73.2017","grass",30
"4951","VP.3.A.73.2017","herb",28
"4952","VP.3.A.73.2017","horsetail",0
"4953","VP.3.A.73.2017","moss",4
"4954","VP.3.A.73.2017","rush",38
"4955","VP.3.A.73.2017","sedge",19
"4956","VP.3.A.73.2017","woodrush",0
"4957","VP.3.A.74.2015","grass",2
"4958","VP.3.A.74.2015","herb",16
"4959","VP.3.A.74.2015","horsetail",0
"4960","VP.3.A.74.2015","moss",13
"4961","VP.3.A.74.2015","rush",11
"4962","VP.3.A.74.2015","sedge",16
"4963","VP.3.A.74.2015","woodrush",2
"4964","VP.3.A.82.2016","grass",39
"4965","VP.3.A.82.2016","herb",49
"4966","VP.3.A.82.2016","horsetail",0
"4967","VP.3.A.82.2016","moss",0
"4968","VP.3.A.82.2016","rush",42
"4969","VP.3.A.82.2016","sedge",29
"4970","VP.3.A.82.2016","woodrush",1
"4971","VP.3.A.88.2017","grass",46
"4972","VP.3.A.88.2017","herb",23
"4973","VP.3.A.88.2017","horsetail",0
"4974","VP.3.A.88.2017","moss",6
"4975","VP.3.A.88.2017","rush",28
"4976","VP.3.A.88.2017","sedge",8
"4977","VP.3.A.88.2017","woodrush",1
"4978","VP.3.B.3.2015","grass",71
"4979","VP.3.B.3.2015","herb",40
"4980","VP.3.B.3.2015","horsetail",0
"4981","VP.3.B.3.2015","moss",11
"4982","VP.3.B.3.2015","rush",30
"4983","VP.3.B.3.2015","sedge",15
"4984","VP.3.B.3.2015","woodrush",1
"4985","VP.3.B.31.2016","grass",38
"4986","VP.3.B.31.2016","herb",16
"4987","VP.3.B.31.2016","horsetail",0
"4988","VP.3.B.31.2016","moss",0
"4989","VP.3.B.31.2016","rush",19
"4990","VP.3.B.31.2016","sedge",27
"4991","VP.3.B.31.2016","woodrush",1
"4992","VP.3.B.47.2016","grass",47
"4993","VP.3.B.47.2016","herb",18
"4994","VP.3.B.47.2016","horsetail",0
"4995","VP.3.B.47.2016","moss",0
"4996","VP.3.B.47.2016","rush",20
"4997","VP.3.B.47.2016","sedge",27
"4998","VP.3.B.47.2016","woodrush",4
"4999","VP.3.B.52.2017","grass",16
"5000","VP.3.B.52.2017","herb",37
"5001","VP.3.B.52.2017","horsetail",0
"5002","VP.3.B.52.2017","moss",12
"5003","VP.3.B.52.2017","rush",28
"5004","VP.3.B.52.2017","sedge",28
"5005","VP.3.B.52.2017","woodrush",1
"5006","VP.3.B.7.2017","grass",21
"5007","VP.3.B.7.2017","herb",22
"5008","VP.3.B.7.2017","horsetail",0
"5009","VP.3.B.7.2017","moss",4
"5010","VP.3.B.7.2017","rush",29
"5011","VP.3.B.7.2017","sedge",1
"5012","VP.3.B.7.2017","woodrush",0
"5013","VP.3.B.73.2015","grass",50
"5014","VP.3.B.73.2015","herb",32
"5015","VP.3.B.73.2015","horsetail",0
"5016","VP.3.B.73.2015","moss",8
"5017","VP.3.B.73.2015","rush",23
"5018","VP.3.B.73.2015","sedge",3
"5019","VP.3.B.73.2015","woodrush",0
"5020","VP.3.B.74.2016","grass",86
"5021","VP.3.B.74.2016","herb",25
"5022","VP.3.B.74.2016","horsetail",0
"5023","VP.3.B.74.2016","moss",0
"5024","VP.3.B.74.2016","rush",2
"5025","VP.3.B.74.2016","sedge",33
"5026","VP.3.B.74.2016","woodrush",0
"5027","VP.3.B.82.2017","grass",57
"5028","VP.3.B.82.2017","herb",19
"5029","VP.3.B.82.2017","horsetail",0
"5030","VP.3.B.82.2017","moss",12
"5031","VP.3.B.82.2017","rush",28
"5032","VP.3.B.82.2017","sedge",14
"5033","VP.3.B.82.2017","woodrush",1
"5034","VP.3.B.88.2015","grass",65
"5035","VP.3.B.88.2015","herb",35
"5036","VP.3.B.88.2015","horsetail",0
"5037","VP.3.B.88.2015","moss",8
"5038","VP.3.B.88.2015","rush",16
"5039","VP.3.B.88.2015","sedge",3
"5040","VP.3.B.88.2015","woodrush",1
"5041","VP.3.C.3.2016","grass",60
"5042","VP.3.C.3.2016","herb",21
"5043","VP.3.C.3.2016","horsetail",0
"5044","VP.3.C.3.2016","moss",0
"5045","VP.3.C.3.2016","rush",9
"5046","VP.3.C.3.2016","sedge",19
"5047","VP.3.C.3.2016","woodrush",0
"5048","VP.3.C.31.2017","grass",19
"5049","VP.3.C.31.2017","herb",27
"5050","VP.3.C.31.2017","horsetail",1
"5051","VP.3.C.31.2017","moss",4
"5052","VP.3.C.31.2017","rush",24
"5053","VP.3.C.31.2017","sedge",5
"5054","VP.3.C.31.2017","woodrush",0
"5055","VP.3.C.47.2017","grass",38
"5056","VP.3.C.47.2017","herb",36
"5057","VP.3.C.47.2017","horsetail",0
"5058","VP.3.C.47.2017","moss",4
"5059","VP.3.C.47.2017","rush",29
"5060","VP.3.C.47.2017","sedge",4
"5061","VP.3.C.47.2017","woodrush",2
"5062","VP.3.C.52.2015","grass",39
"5063","VP.3.C.52.2015","herb",22
"5064","VP.3.C.52.2015","horsetail",0
"5065","VP.3.C.52.2015","moss",6
"5066","VP.3.C.52.2015","rush",16
"5067","VP.3.C.52.2015","sedge",11
"5068","VP.3.C.52.2015","woodrush",1
"5069","VP.3.C.7.2015","grass",42
"5070","VP.3.C.7.2015","herb",44
"5071","VP.3.C.7.2015","horsetail",0
"5072","VP.3.C.7.2015","moss",9
"5073","VP.3.C.7.2015","rush",23
"5074","VP.3.C.7.2015","sedge",9
"5075","VP.3.C.7.2015","woodrush",3
"5076","VP.3.C.73.2016","grass",66
"5077","VP.3.C.73.2016","herb",41
"5078","VP.3.C.73.2016","horsetail",0
"5079","VP.3.C.73.2016","moss",0
"5080","VP.3.C.73.2016","rush",28
"5081","VP.3.C.73.2016","sedge",14
"5082","VP.3.C.73.2016","woodrush",0
"5083","VP.3.C.74.2017","grass",77
"5084","VP.3.C.74.2017","herb",37
"5085","VP.3.C.74.2017","horsetail",0
"5086","VP.3.C.74.2017","moss",2
"5087","VP.3.C.74.2017","rush",20
"5088","VP.3.C.74.2017","sedge",19
"5089","VP.3.C.74.2017","woodrush",0
"5090","VP.3.C.82.2015","grass",51
"5091","VP.3.C.82.2015","herb",33
"5092","VP.3.C.82.2015","horsetail",0
"5093","VP.3.C.82.2015","moss",9
"5094","VP.3.C.82.2015","rush",30
"5095","VP.3.C.82.2015","sedge",27
"5096","VP.3.C.82.2015","woodrush",1
"5097","VP.3.C.88.2016","grass",54
"5098","VP.3.C.88.2016","herb",26
"5099","VP.3.C.88.2016","horsetail",0
"5100","VP.3.C.88.2016","moss",0
"5101","VP.3.C.88.2016","rush",28
"5102","VP.3.C.88.2016","sedge",19
"5103","VP.3.C.88.2016","woodrush",0
"5104","VP.4.A.13.2015","grass",44
"5105","VP.4.A.13.2015","herb",38
"5106","VP.4.A.13.2015","horsetail",0
"5107","VP.4.A.13.2015","moss",7
"5108","VP.4.A.13.2015","rush",28
"5109","VP.4.A.13.2015","sedge",15
"5110","VP.4.A.13.2015","woodrush",1
"5111","VP.4.A.19.2017","grass",36
"5112","VP.4.A.19.2017","herb",30
"5113","VP.4.A.19.2017","horsetail",0
"5114","VP.4.A.19.2017","moss",2
"5115","VP.4.A.19.2017","rush",28
"5116","VP.4.A.19.2017","sedge",7
"5117","VP.4.A.19.2017","woodrush",2
"5118","VP.4.A.2.2017","grass",50
"5119","VP.4.A.2.2017","herb",16
"5120","VP.4.A.2.2017","horsetail",0
"5121","VP.4.A.2.2017","moss",11
"5122","VP.4.A.2.2017","rush",36
"5123","VP.4.A.2.2017","sedge",16
"5124","VP.4.A.2.2017","woodrush",0
"5125","VP.4.A.38.2017","grass",38
"5126","VP.4.A.38.2017","herb",28
"5127","VP.4.A.38.2017","horsetail",0
"5128","VP.4.A.38.2017","moss",2
"5129","VP.4.A.38.2017","rush",12
"5130","VP.4.A.38.2017","sedge",14
"5131","VP.4.A.38.2017","woodrush",1
"5132","VP.4.A.58.2016","grass",40
"5133","VP.4.A.58.2016","herb",16
"5134","VP.4.A.58.2016","horsetail",0
"5135","VP.4.A.58.2016","moss",1
"5136","VP.4.A.58.2016","rush",40
"5137","VP.4.A.58.2016","sedge",29
"5138","VP.4.A.58.2016","woodrush",0
"5139","VP.4.A.65.2016","grass",46
"5140","VP.4.A.65.2016","herb",14
"5141","VP.4.A.65.2016","horsetail",0
"5142","VP.4.A.65.2016","moss",4
"5143","VP.4.A.65.2016","rush",12
"5144","VP.4.A.65.2016","sedge",10
"5145","VP.4.A.65.2016","woodrush",2
"5146","VP.4.A.73.2016","grass",40
"5147","VP.4.A.73.2016","herb",11
"5148","VP.4.A.73.2016","horsetail",0
"5149","VP.4.A.73.2016","moss",4
"5150","VP.4.A.73.2016","rush",32
"5151","VP.4.A.73.2016","sedge",10
"5152","VP.4.A.73.2016","woodrush",1
"5153","VP.4.A.84.2015","grass",37
"5154","VP.4.A.84.2015","herb",33
"5155","VP.4.A.84.2015","horsetail",0
"5156","VP.4.A.84.2015","moss",4
"5157","VP.4.A.84.2015","rush",38
"5158","VP.4.A.84.2015","sedge",17
"5159","VP.4.A.84.2015","woodrush",1
"5160","VP.4.A.85.2015","grass",49
"5161","VP.4.A.85.2015","herb",30
"5162","VP.4.A.85.2015","horsetail",0
"5163","VP.4.A.85.2015","moss",7
"5164","VP.4.A.85.2015","rush",38
"5165","VP.4.A.85.2015","sedge",21
"5166","VP.4.A.85.2015","woodrush",1
"5167","VP.4.B.19.2015","grass",45
"5168","VP.4.B.19.2015","herb",35
"5169","VP.4.B.19.2015","horsetail",0
"5170","VP.4.B.19.2015","moss",8
"5171","VP.4.B.19.2015","rush",0
"5172","VP.4.B.19.2015","sedge",14
"5173","VP.4.B.19.2015","woodrush",0
"5174","VP.4.B.2.2015","grass",41
"5175","VP.4.B.2.2015","herb",17
"5176","VP.4.B.2.2015","horsetail",0
"5177","VP.4.B.2.2015","moss",11
"5178","VP.4.B.2.2015","rush",29
"5179","VP.4.B.2.2015","sedge",3
"5180","VP.4.B.2.2015","woodrush",0
"5181","VP.4.B.24.2016","grass",42
"5182","VP.4.B.24.2016","herb",57
"5183","VP.4.B.24.2016","horsetail",0
"5184","VP.4.B.24.2016","moss",0
"5185","VP.4.B.24.2016","rush",46
"5186","VP.4.B.24.2016","sedge",2
"5187","VP.4.B.24.2016","woodrush",1
"5188","VP.4.B.38.2015","grass",39
"5189","VP.4.B.38.2015","herb",17
"5190","VP.4.B.38.2015","horsetail",0
"5191","VP.4.B.38.2015","moss",3
"5192","VP.4.B.38.2015","rush",23
"5193","VP.4.B.38.2015","sedge",18
"5194","VP.4.B.38.2015","woodrush",0
"5195","VP.4.B.58.2017","grass",20
"5196","VP.4.B.58.2017","herb",35
"5197","VP.4.B.58.2017","horsetail",0
"5198","VP.4.B.58.2017","moss",2
"5199","VP.4.B.58.2017","rush",35
"5200","VP.4.B.58.2017","sedge",14
"5201","VP.4.B.58.2017","woodrush",0
"5202","VP.4.B.65.2017","grass",29
"5203","VP.4.B.65.2017","herb",24
"5204","VP.4.B.65.2017","horsetail",0
"5205","VP.4.B.65.2017","moss",2
"5206","VP.4.B.65.2017","rush",40
"5207","VP.4.B.65.2017","sedge",16
"5208","VP.4.B.65.2017","woodrush",0
"5209","VP.4.B.67.2016","grass",51
"5210","VP.4.B.67.2016","herb",45
"5211","VP.4.B.67.2016","horsetail",0
"5212","VP.4.B.67.2016","moss",0
"5213","VP.4.B.67.2016","rush",20
"5214","VP.4.B.67.2016","sedge",27
"5215","VP.4.B.67.2016","woodrush",2
"5216","VP.4.B.73.2017","grass",61
"5217","VP.4.B.73.2017","herb",37
"5218","VP.4.B.73.2017","horsetail",0
"5219","VP.4.B.73.2017","moss",10
"5220","VP.4.B.73.2017","rush",40
"5221","VP.4.B.73.2017","sedge",23
"5222","VP.4.B.73.2017","woodrush",0
"5223","VP.4.B.9.2016","grass",56
"5224","VP.4.B.9.2016","herb",43
"5225","VP.4.B.9.2016","horsetail",0
"5226","VP.4.B.9.2016","moss",0
"5227","VP.4.B.9.2016","rush",40
"5228","VP.4.B.9.2016","sedge",15
"5229","VP.4.B.9.2016","woodrush",1
"5230","VP.4.C.00a.2015","grass",52
"5231","VP.4.C.00a.2015","herb",21
"5232","VP.4.C.00a.2015","horsetail",0
"5233","VP.4.C.00a.2015","moss",9
"5234","VP.4.C.00a.2015","rush",23
"5235","VP.4.C.00a.2015","sedge",30
"5236","VP.4.C.00a.2015","woodrush",0
"5237","VP.4.C.00b.2015","grass",48
"5238","VP.4.C.00b.2015","herb",30
"5239","VP.4.C.00b.2015","horsetail",0
"5240","VP.4.C.00b.2015","moss",5
"5241","VP.4.C.00b.2015","rush",29
"5242","VP.4.C.00b.2015","sedge",27
"5243","VP.4.C.00b.2015","woodrush",1
"5244","VP.4.C.00c.2015","grass",33
"5245","VP.4.C.00c.2015","herb",29
"5246","VP.4.C.00c.2015","horsetail",0
"5247","VP.4.C.00c.2015","moss",23
"5248","VP.4.C.00c.2015","rush",16
"5249","VP.4.C.00c.2015","sedge",11
"5250","VP.4.C.00c.2015","woodrush",1
"5251","VP.4.C.19.2016","grass",27
"5252","VP.4.C.19.2016","herb",30
"5253","VP.4.C.19.2016","horsetail",0
"5254","VP.4.C.19.2016","moss",0
"5255","VP.4.C.19.2016","rush",27
"5256","VP.4.C.19.2016","sedge",0
"5257","VP.4.C.19.2016","woodrush",0
"5258","VP.4.C.2.2016","grass",11
"5259","VP.4.C.2.2016","herb",22
"5260","VP.4.C.2.2016","horsetail",0
"5261","VP.4.C.2.2016","moss",0
"5262","VP.4.C.2.2016","rush",19
"5263","VP.4.C.2.2016","sedge",7
"5264","VP.4.C.2.2016","woodrush",0
"5265","VP.4.C.24.2017","grass",19
"5266","VP.4.C.24.2017","herb",11
"5267","VP.4.C.24.2017","horsetail",2
"5268","VP.4.C.24.2017","moss",7
"5269","VP.4.C.24.2017","rush",15
"5270","VP.4.C.24.2017","sedge",27
"5271","VP.4.C.24.2017","woodrush",0
"5272","VP.4.C.38.2016","grass",58
"5273","VP.4.C.38.2016","herb",35
"5274","VP.4.C.38.2016","horsetail",0
"5275","VP.4.C.38.2016","moss",0
"5276","VP.4.C.38.2016","rush",19
"5277","VP.4.C.38.2016","sedge",12
"5278","VP.4.C.38.2016","woodrush",0
"5279","VP.4.C.67.2017","grass",49
"5280","VP.4.C.67.2017","herb",56
"5281","VP.4.C.67.2017","horsetail",0
"5282","VP.4.C.67.2017","moss",11
"5283","VP.4.C.67.2017","rush",28
"5284","VP.4.C.67.2017","sedge",11
"5285","VP.4.C.67.2017","woodrush",1
"5286","VP.4.C.9.2017","grass",32
"5287","VP.4.C.9.2017","herb",59
"5288","VP.4.C.9.2017","horsetail",0
"5289","VP.4.C.9.2017","moss",8
"5290","VP.4.C.9.2017","rush",12
"5291","VP.4.C.9.2017","sedge",0
"5292","VP.4.C.9.2017","woodrush",0
"5293","VP.5.A.10.2015","grass",18
"5294","VP.5.A.10.2015","herb",24
"5295","VP.5.A.10.2015","horsetail",0
"5296","VP.5.A.10.2015","moss",3
"5297","VP.5.A.10.2015","rush",36
"5298","VP.5.A.10.2015","sedge",2
"5299","VP.5.A.10.2015","woodrush",0
"5300","VP.5.A.10.2017","grass",21
"5301","VP.5.A.10.2017","herb",17
"5302","VP.5.A.10.2017","horsetail",0
"5303","VP.5.A.10.2017","moss",11
"5304","VP.5.A.10.2017","rush",35
"5305","VP.5.A.10.2017","sedge",1
"5306","VP.5.A.10.2017","woodrush",0
"5307","VP.5.A.14.2016","grass",30
"5308","VP.5.A.14.2016","herb",37
"5309","VP.5.A.14.2016","horsetail",0
"5310","VP.5.A.14.2016","moss",0
"5311","VP.5.A.14.2016","rush",45
"5312","VP.5.A.14.2016","sedge",2
"5313","VP.5.A.14.2016","woodrush",0
"5314","VP.5.A.28.2016","grass",46
"5315","VP.5.A.28.2016","herb",40
"5316","VP.5.A.28.2016","horsetail",0
"5317","VP.5.A.28.2016","moss",0
"5318","VP.5.A.28.2016","rush",40
"5319","VP.5.A.28.2016","sedge",8
"5320","VP.5.A.28.2016","woodrush",0
"5321","VP.5.A.29.2017","grass",35
"5322","VP.5.A.29.2017","herb",18
"5323","VP.5.A.29.2017","horsetail",0
"5324","VP.5.A.29.2017","moss",1
"5325","VP.5.A.29.2017","rush",20
"5326","VP.5.A.29.2017","sedge",2
"5327","VP.5.A.29.2017","woodrush",0
"5328","VP.5.A.41.2016","grass",45
"5329","VP.5.A.41.2016","herb",38
"5330","VP.5.A.41.2016","horsetail",0
"5331","VP.5.A.41.2016","moss",0
"5332","VP.5.A.41.2016","rush",38
"5333","VP.5.A.41.2016","sedge",14
"5334","VP.5.A.41.2016","woodrush",0
"5335","VP.5.A.78.2015","grass",54
"5336","VP.5.A.78.2015","herb",17
"5337","VP.5.A.78.2015","horsetail",0
"5338","VP.5.A.78.2015","moss",2
"5339","VP.5.A.78.2015","rush",39
"5340","VP.5.A.78.2015","sedge",0
"5341","VP.5.A.78.2015","woodrush",0
"5342","VP.5.A.80.2017","grass",41
"5343","VP.5.A.80.2017","herb",12
"5344","VP.5.A.80.2017","horsetail",0
"5345","VP.5.A.80.2017","moss",6
"5346","VP.5.A.80.2017","rush",29
"5347","VP.5.A.80.2017","sedge",29
"5348","VP.5.A.80.2017","woodrush",0
"5349","VP.5.A.83.2015","grass",11
"5350","VP.5.A.83.2015","herb",11
"5351","VP.5.A.83.2015","horsetail",0
"5352","VP.5.A.83.2015","moss",5
"5353","VP.5.A.83.2015","rush",19
"5354","VP.5.A.83.2015","sedge",8
"5355","VP.5.A.83.2015","woodrush",3
"5356","VP.5.B.10.2015","grass",48
"5357","VP.5.B.10.2015","herb",39
"5358","VP.5.B.10.2015","horsetail",0
"5359","VP.5.B.10.2015","moss",12
"5360","VP.5.B.10.2015","rush",35
"5361","VP.5.B.10.2015","sedge",11
"5362","VP.5.B.10.2015","woodrush",1
"5363","VP.5.B.10.2016","grass",37
"5364","VP.5.B.10.2016","herb",39
"5365","VP.5.B.10.2016","horsetail",0
"5366","VP.5.B.10.2016","moss",0
"5367","VP.5.B.10.2016","rush",30
"5368","VP.5.B.10.2016","sedge",4
"5369","VP.5.B.10.2016","woodrush",0
"5370","VP.5.B.14.2017","grass",54
"5371","VP.5.B.14.2017","herb",24
"5372","VP.5.B.14.2017","horsetail",0
"5373","VP.5.B.14.2017","moss",13
"5374","VP.5.B.14.2017","rush",28
"5375","VP.5.B.14.2017","sedge",34
"5376","VP.5.B.14.2017","woodrush",1
"5377","VP.5.B.28.2017","grass",51
"5378","VP.5.B.28.2017","herb",30
"5379","VP.5.B.28.2017","horsetail",0
"5380","VP.5.B.28.2017","moss",15
"5381","VP.5.B.28.2017","rush",20
"5382","VP.5.B.28.2017","sedge",16
"5383","VP.5.B.28.2017","woodrush",1
"5384","VP.5.B.29.2015","grass",48
"5385","VP.5.B.29.2015","herb",30
"5386","VP.5.B.29.2015","horsetail",0
"5387","VP.5.B.29.2015","moss",8
"5388","VP.5.B.29.2015","rush",35
"5389","VP.5.B.29.2015","sedge",8
