"","year","location","replicate","treat_plot","quad","Juncus.acutiflorus","Juncus.effusus","Juncus.articulatus","Juncus.conglomeratus","Juncus.squarrosus","Holcus.lanatus","Cynosurus.cristatus","Poa.trivialis","Anthoxanthum.odoratum","Festuca.rubra","Agrostis.capillaris","Lolium.perenne","Phleum.pratense","Agrostis.stolonifera","Poa.pratensis","Agrostis.canina","Festuca.pratensis","Alopecurus..pratensis","Alopecurus.geniculatus","Trisetum.flavescens","Deschampsia.cespitosa","Carex.nigra","Carex.panicea","Carex.ovalis","Carex.leporina","Luzula.campestris","Equisetum.arvense","Equisetum.palustre","Ranunculus.repens","Caltha.palustris","Trifolium.repens","Ranunculus.acris","Rumex.acetosa","Euphrasia.arctica.s.l.","Prunella.vulgaris","Trifolium.pratense","Myosotis.scorpioides","Bellis.perennis","Montia.fontana","Cerastium.fontanum","Cardamine.pratensis","Leontodon.autumnalis","Ranunculus.flammula","Myosotis.discolor","Plantago.lanceolata","Rhinanthus.minor","Taraxacum.agg.","Ajuga.reptans","Lychnis.flos.cuculi","Galium.palustre","Sagina.procumbens","Stellaria.uliginosa","Galium.uliginosum","Stellaria.alsine","Trollius.europaeus","Achillea.ptarmica","Sagina.apetala","Alchemilla.glabra","Centaurea.nigra","Veronica.serpyllifolia","Leontodon.hispidus","Rumex.obtusifolius","Leucanthemum.vulgare","Lysimachia.nemorum","Succisa.pratensis","Plagiomnium.undulatum","Rhytidiadelphus.squarrosus","Brachythecium.rutabulum","Kindbergia.praelonga","Calliergonella.cuspidata","Calliergonella.cuspidata.1","Calliergonella.cuspidata.2","Calliergonella.cuspidata.3","Atrichum.undulatum","Rhytidiadelphus.squarrosus.1","Juncus.bulbosus","Carex.flacca","Carex.hostiana","Carex.echinata","Carex.pulicaris","Carex.viridula","Carex.pilulifera","Eriophorum.vaginatum","Trichophorum.cespitosum","Luzula.multiflora","Nardus.stricta","Molinia.caerulea","Holcus.mollis","Dactylis.glomerata","Festuca.ovina","Deschampsia.flexuosa","Briza.media","Potentilla.erecta.erecta","Viola.palustris","Cirsium.palustre","Ranunculus..repens","Epilobium.palustre","Galium.saxatile","Cirsium.vulgaris","Narthecium.ossifragum","Cirsium.arvense","Lathyrus.pratensis","Lathyrus.pratensis.1","Cardamine.flexuosa","Pedicularis.sylvatica","Trifolium.dubium","Achillea.millefolium","Hypochaeris.radicata","Stellaria.graminea","Orchid.spp","Pedicularis.palustris","Vicia.sepium","Linum.catharticum","Valeriana.dioica","Sphagnum.sp.","Climacium.dendroides","Sphagnum.palustre","Polytrichum.commune","Pseudoscleropodium.purum","Sphagnum.capillifolium","Sphagnum.squarrosum","Pleurozium.schreberi","Hylocomium.splendens","Polytrichum.formosum","Alchemilla..xanthochlora","Anthoxanthum.odorat","Anthriscus.sylvestris","Arrhenatherum.elatius","Bromus.hordaceus.hor","Cerastium..glomeratum","Conopodium.majus","Cruciata.laevipes","Filipendula.ulmaria","Geranium.sylvaticum","Helictotrichon.pubescen","Heracleum.sphondylium","Lotus.corniculatus","Ranunculus.bulbosus","Ranuunculus..repens","Rhytidiadelphus.squaros","Sanguisorba.officinalis","Senecio.jacobea","Stellaria.media","Urtica.dioica","Veronica.chamaedrys","Calliergon.cuspidatum","Carex.hostiana.1","Carex.pilulifera.1","Dactylorhiza.purpurella","Juncus.compactus","Lychnis.flos.cuculi.","lysimachia.nemorum","Poa.annua","Senecio.vulgaris","Sphagnum_squarrosum","Veronica.serpyllifolia.1","Festuca.x.Lolium","Lychnis.hosieomi","Ranunculus.lingua","Stellaria.liginosum","Epilobium.tetragonum","Avenula.pratense","Carex.viridula.1","Geum.rivale","Hylocumium.splendens","Lysimachia.nemorum.1","Polytrichum.formosa","Valerian.dioica","Alopecurus.pratensis","Cerastium.glomeratum","Crepis.paludosa","Potentilla.erecta","Trichophorum.germanicum","Luzula.sp.","Pedicularis.sp..not.flowering.","Carex.sp..echinata..","Poa.sp","Myosotis.secunda","Glyceria.declinata","Bryophyte","Viola.riviniana","Luzula.sp","Veronica.serpylifolia"
"HM.4.A.24.2015","2015","HM","A","4","24",30,NA,NA,NA,NA,2,2,2,2,10,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,14,7,8,9,4,1,7,1,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.4.A.9.2015","2015","HM","A","4","9",35,NA,NA,NA,NA,4,2,9,4,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6,11,11,11,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.5.A.78.2015","2015","HM","A","5","78",16,NA,NA,NA,NA,2,NA,9,2,10,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,11,NA,4,1,3,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.5.A.10.2015","2015","HM","A","5","10",20,NA,NA,NA,NA,17,NA,5,2,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,17,11,20,6,1,1,NA,5,1,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.5.A.83.2015","2015","HM","A","5","83",23,NA,NA,NA,NA,2,14,5,4,NA,1,NA,NA,9,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,23,8,6,8,12,NA,5,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.6.A.13.2015","2015","HM","A","6","13",30,NA,NA,NA,NA,2,14,2,2,7,1,NA,NA,1,NA,6,NA,1,3,NA,NA,17,NA,NA,NA,NA,NA,NA,11,11,17,11,1,NA,NA,NA,1,4,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.6.A.85.2015","2015","HM","A","6","85",20,NA,NA,NA,NA,2,4,9,2,10,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,9,23,8,11,1,7,1,NA,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.6.A.84.2015","2015","HM","A","6","84",16,NA,NA,NA,NA,2,8,9,11,10,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,13,2,11,9,1,1,1,5,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.7.A.53.2015","2015","HM","A","7","53",20,NA,NA,NA,NA,4,NA,9,7,10,2,NA,NA,1,NA,12,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,6,23,20,9,1,2,NA,5,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.7.A.59.2015","2015","HM","A","7","59",16,NA,NA,NA,NA,3,2,9,2,10,8,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,6,2,17,11,1,6,NA,1,1,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.7.A.98.2015","2015","HM","A","7","98",23,NA,NA,NA,NA,4,2,9,2,10,5,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,14,NA,2,NA,1,NA,NA,13,23,2,10,1,10,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.8.A.42.2015","2015","HM","A","8","42",16,NA,NA,NA,NA,2,14,9,11,5,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6,17,20,9,1,1,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.8.A.16.2015","2015","HM","A","8","16",12,NA,NA,NA,NA,2,14,9,11,10,1,NA,NA,4,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,1,9,2,2,6,1,1,7,NA,1,4,1,1,1,NA,6,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.8.A.53.2015","2015","HM","A","8","53",16,NA,NA,NA,NA,2,4,9,11,10,5,NA,NA,4,1,NA,NA,NA,1,NA,NA,17,NA,NA,NA,NA,NA,NA,2,16,3,6,1,1,7,1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.1.B.85.2015","2015","HM","B","1","85",30,NA,NA,NA,NA,4,2,9,13,10,NA,NA,NA,NA,7,12,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,2,3,NA,6,5,NA,1,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.1.B.55.2015","2015","HM","B","1","55",30,NA,NA,NA,NA,2,14,9,11,10,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,14,1,10,11,1,7,NA,1,3,NA,2,NA,NA,NA,NA,NA,NA,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.1.B.20.2015","2015","HM","B","1","20",11,NA,NA,NA,NA,8,15,9,2,10,NA,4,NA,NA,4,12,NA,NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,15,4,2,6,NA,5,5,NA,NA,1,3,1,1,NA,NA,1,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.2.B.53.2015","2015","HM","B","2","53",2,NA,NA,NA,NA,18,2,9,11,10,NA,NA,NA,NA,3,NA,NA,NA,1,NA,1,4,NA,NA,NA,NA,NA,NA,6,13,8,NA,NA,NA,NA,9,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.2.B.6.2015","2015","HM","B","2","6",28,NA,NA,NA,NA,2,14,12,11,7,NA,1,NA,4,2,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,11,20,17,9,4,7,NA,1,1,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.2.B.59.2015","2015","HM","B","2","59",12,NA,7,NA,NA,4,14,2,11,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,9,NA,20,9,NA,5,NA,9,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HM.3.B.3.2015","2015","HM","B","3","3",16,NA,NA,NA,NA,15,2,2,11,10,5,NA,NA,NA,1,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,9,9,20,11,8,1,NA,1,3,1,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
